Interessado,UF,Tipo_de_interessado,Tipo_de_operação,Finalidade,Tipo_de_credor,Credor,Moeda,Valor,Número_do_Processo/PVL,Código_IBGE,Status,Data,Analisado_por,Regiao
Sebastião Laranjeiras,BA,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,2000000.0,17944.000809/2015-79,2930006.0,Deferido,2015-09-28,STN,Nordeste
Seberi,RS,Município,Operação Contratual Interna,Caminho da Escola 2009 A,Instituição Financeira Nacional,Banco do Brasil S/A,Real,444000.0,17944.000040/2011-65,4320206.0,Deferido,2011-02-28,STN,Sul
Seberi,RS,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,BADESUL Desenvolvimento S.A. - Agência de Fomento/RS,Real,1000000.0,17944.000293/2012-10,4320206.0,Deferido,2012-03-21,STN,Sul
Seberi,RS,Município,Operação Contratual Interna,Caminho da Escola 2,Instituição Financeira Nacional,Banco do Brasil S/A,Real,426200.0,17944.000523/2008-64,4320206.0,Deferido,2008-04-15,STN,Sul
Seberi,RS,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Estado do Rio Grande do Sul,Real,1100000.0,19406.000016/2007-62,4320206.0,Deferido,2007-08-15,STN,Sul
Sede Nova,RS,Município,Operação Contratual Interna,Caminho da Escola 2010,Instituição Financeira Nacional,Banco do Brasil S/A,Real,121770.0,17944.000305/2011-25,4320230.0,Deferido,2011-05-03,STN,Sul
Sede Nova,RS,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Estado do Rio Grande do Sul,Real,500000.0,19406.000586/2006-71,4320230.0,Deferido,2007-05-08,STN,Sul
Sede Nova,RS,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,BADESUL Desenvolvimento S.A. - Agência de Fomento/RS,Real,700000.0,17944.000354/2015-91,4320230.0,Deferido,2015-06-25,STN,Sul
Segredo,RS,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,BADESUL Desenvolvimento S.A. - Agência de Fomento/RS,Real,630000.0,19406.000154/2009-11,4320263.0,Deferido,2009-09-09,STN,Sul
Segredo,RS,Município,Operação Contratual Interna,Caminho da Escola 2,Instituição Financeira Nacional,Banco do Brasil S/A,Real,172700.0,19406.000331/2008-71,4320263.0,Deferido,2008-05-20,STN,Sul
Selbach,RS,Município,Operação Contratual Interna,Caminho da Escola 2010,Instituição Financeira Nacional,Banco do Brasil S/A,Real,132000.0,17944.001533/2011-12,4320305.0,Deferido,2011-11-10,STN,Sul
Selbach,RS,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,BADESUL Desenvolvimento S.A. - Agência de Fomento/RS,Real,700000.0,17944.001739/2014-95,4320305.0,Deferido,2014-11-19,STN,Sul
Selbach,RS,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,BADESUL Desenvolvimento S.A. - Agência de Fomento/RS,Real,300000.0,19406.000002/2008-20,4320305.0,Deferido,2008-02-22,STN,Sul
Selbach,RS,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Banco do Estado do Rio Grande do Sul,Real,350000.0,19406.000097/2004-58,4320305.0,Deferido,2004-04-30,STN,Sul
Selbach,RS,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,325000.0,19406.000280/2009-68,4320305.0,Deferido,2009-11-13,STN,Sul
Selbach,RS,Município,Operação Contratual Interna,Caminho da Escola 4,Instituição Financeira Nacional,Banco do Brasil S/A,Real,126750.0,19406.000599/2008-11,4320305.0,Deferido,2008-06-18,STN,Sul
Selbach,RS,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,BADESUL Desenvolvimento S.A. - Agência de Fomento/RS,Real,1267000.0,17944.100905/2017-88,4320305.0,Deferido,2017-11-13,STN,Sul
Selvíria,MS,Município,Operação Contratual Interna,Caminho da Escola 2,Instituição Financeira Nacional,Banco do Brasil S/A,Real,345400.0,17944.000855/2008-49,5007802.0,Deferido,2008-09-09,STN,Centro-Oeste
Selvíria,MS,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,30000000.0,17944.103692/2022-11,5007802.0,Deferido,2022-09-12,STN,Centro-Oeste
Sem-Peixe,MG,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,306879.08,17944.000577/2010-44,3165560.0,Deferido,2010-06-04,STN,Sudeste
Sem-Peixe,MG,Município,Operação Contratual Interna,Caminho da Escola 2,Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,456000.0,17944.000600/2008-86,3165560.0,Deferido,2008-05-28,STN,Sudeste
Sem-Peixe,MG,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,300000.0,17944.001647/2013-24,3165560.0,Deferido,2014-01-13,STN,Sudeste
Sem-Peixe,MG,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,550000.0,17944.000560/2016-82,3165560.0,Deferido,2016-05-04,STN,Sudeste
Senador Amaral,MG,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,500000.0,17944.000869/2011-68,3165578.0,Deferido,2011-08-04,STN,Sudeste
Senador Amaral,MG,Município,Operação Contratual Interna,Provias 2010,Instituição Financeira Nacional,Banco do Brasil S/A,Real,500000.0,17944.000916/2009-59,3165578.0,Deferido,2010-04-27,STN,Sudeste
Senador Amaral,MG,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,500000.0,17944.001165/2013-74,3165578.0,Deferido,2013-10-31,STN,Sudeste
Senador Amaral,MG,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,6000000.0,17944.104450/2021-56,3165578.0,Deferido,2022-06-14,STN,Sudeste
Senador Canedo,GO,Município,Operação Contratual Interna,Saneamento básico,Instituição Financeira Nacional,Caixa Econômica Federal,Real,9428689.06,17944.000279/2007-59,5220454.0,Deferido,2007-03-02,STN,Centro-Oeste
Senador Canedo,GO,Município,Operação Contratual Interna,PAC 2 - Saneamento,Instituição Financeira Nacional,Caixa Econômica Federal,Real,12367327.85,17944.000729/2014-32,5220454.0,Deferido,2014-05-26,STN,Centro-Oeste
Senador Canedo,GO,Município,Operação Contratual Interna,PAC - Saneamento - 2008 B,Instituição Financeira Nacional,Caixa Econômica Federal,Real,9513892.0,17944.001329/2008-04,5220454.0,Deferido,2008-09-29,STN,Centro-Oeste
Senador Canedo,GO,Município,Operação Contratual Interna,PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias,Instituição Financeira Nacional,Caixa Econômica Federal,Real,3681250.0,17944.001913/2014-08,5220454.0,Deferido,2015-09-01,STN,Centro-Oeste
Senador Canedo,GO,Município,Operação Contratual Interna,Saneamento básico,Instituição Financeira Nacional,Caixa Econômica Federal,Real,1727988.11,19405.000043/2006-64,5220454.0,Deferido,2006-09-21,STN,Centro-Oeste
Senador Canedo,GO,Município,Operação Contratual Interna,PMAT,Instituição Financeira Nacional,Caixa Econômica Federal,Real,13862621.0,17944.000927/2015-87,5220454.0,Deferido,2016-02-02,STN,Centro-Oeste
Senador Canedo,GO,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Banco do Brasil S/A,Real,20000000.0,17944.103104/2019-36,5220454.0,Deferido,2020-05-22,STN,Centro-Oeste
Senador Canedo,GO,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,60000000.0,17944.103162/2019-60,5220454.0,Deferido,2019-09-30,STN,Centro-Oeste
Senador Canedo,GO,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,80000000.0,17944.102683/2023-86,5220454.0,Deferido,2023-07-17,STN,Centro-Oeste
Senador Firmino,MG,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,499698.93,17944.001492/2010-83,3165701.0,Deferido,2010-12-28,STN,Sudeste
Senador Firmino,MG,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,1446606.34,17944.102043/2017-28,3165701.0,Deferido,2017-11-24,STN,Sudeste
Senador José Porfírio,PA,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Banco do Brasil S/A,Real,10000000.0,17944.102021/2023-14,1507805.0,Deferido,2023-05-17,STN,Norte
Senador Modestino Gonçalves,MG,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,650000.0,17944.001658/2013-12,3165909.0,Deferido,2014-01-21,STN,Sudeste
Sengés,PR,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,500000.0,17944.000819/2013-42,4126306.0,Deferido,2013-08-28,STN,Sul
Sengés,PR,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,905000.0,17944.001624/2013-10,4126306.0,Deferido,2013-12-17,STN,Sul
Sengés,PR,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,300000.0,17944.001626/2013-17,4126306.0,Deferido,2013-12-17,STN,Sul
Sengés,PR,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,550000.0,17944.000712/2017-28,4126306.0,Deferido,2017-09-01,STN,Sul
Senhor do Bonfim,BA,Município,Operação Contratual Interna,Regularização de Dívida - Água e Esgoto,Empresa Estatal,Empresa Baiana de Águas e Saneamento S/A,Real,150897.62,17944.000092/2007-55,2930105.0,Regularizado,2022-02-16,STN,Nordeste
Senhora de Oliveira,MG,Município,Operação Contratual Interna,Caminho da Escola 2,Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,286700.0,17944.000614/2008-08,3166006.0,Deferido,2008-07-18,STN,Sudeste
Senhora de Oliveira,MG,Município,Operação Contratual Interna,Provias 2009,Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,300000.0,17944.000783/2009-11,3166006.0,Deferido,2009-09-15,STN,Sudeste
Senhora de Oliveira,MG,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,525000.0,17944.000861/2010-11,3166006.0,Deferido,2010-07-23,STN,Sudeste
Senhora do Porto,MG,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,400000.0,17944.000375/2016-98,3166105.0,Deferido,2016-04-29,STN,Sudeste
Senhora dos Remédios,MG,Município,Operação Contratual Interna,Caminho da Escola 2009 A,Instituição Financeira Nacional,Caixa Econômica Federal,Real,199000.0,17944.000778/2010-41,3166204.0,Deferido,2010-06-17,STN,Sudeste
Senhora dos Remédios,MG,Município,Operação Contratual Interna,Provias 2010,Instituição Financeira Nacional,Caixa Econômica Federal,Real,505000.0,17944.000779/2010-96,3166204.0,Deferido,2010-06-17,STN,Sudeste
Sentinela do Sul,RS,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,BADESUL Desenvolvimento S.A. - Agência de Fomento/RS,Real,153205.0,17944.000434/2012-02,4320354.0,Deferido,2012-05-02,STN,Sul
Sentinela do Sul,RS,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,BADESUL Desenvolvimento S.A. - Agência de Fomento/RS,Real,650000.0,19406.000496/2010-67,4320354.0,Deferido,2011-03-11,STN,Sul
Serafina Corrêa,RS,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,BADESUL Desenvolvimento S.A. - Agência de Fomento/RS,Real,860000.0,17944.000801/2012-60,4320404.0,Deferido,2012-08-28,STN,Sul
Serafina Corrêa,RS,Município,Operação Contratual Interna,Regularização de Dívida - Energia Elétrica,Empresa Não Estatal,Rio Grande Energia S/A,Real,231970.0,19406.000029/2010-37,4320404.0,Regularizado,2012-08-16,STN,Sul
Serafina Corrêa,RS,Município,Operação Contratual Interna,Caminho da Escola 2009 A,Instituição Financeira Nacional,Banco do Brasil S/A,Real,592000.0,19406.000222/2009-34,4320404.0,Deferido,2010-05-05,STN,Sul
Serafina Corrêa,RS,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Banco do Estado do Rio Grande do Sul,Real,700000.0,19406.000330/2002-31,4320404.0,Deferido,2002-12-04,STN,Sul
Serafina Corrêa,RS,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,BADESUL Desenvolvimento S.A. - Agência de Fomento/RS,Real,500000.0,19406.000461/2006-41,4320404.0,Deferido,2006-10-13,STN,Sul
Serafina Corrêa,RS,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,BADESUL Desenvolvimento S.A. - Agência de Fomento/RS,Real,1000000.0,19406.000462/2006-96,4320404.0,Deferido,2006-10-13,STN,Sul
Serafina Corrêa,RS,Município,Operação Contratual Interna,Regularização de Dívida - Energia Elétrica,Empresa Não Estatal,Rio Grande Energia S/A,Real,357629.0,19406.000489/2006-89,4320404.0,Regularizado,2006-10-13,STN,Sul
Serafina Corrêa,RS,Município,Operação Contratual Interna,Renegociação de dívidas,Empresa Estatal,Companhia Riograndense de Saneamento,Real,16753.0,19406.000625/2006-31,4320404.0,Deferido,2006-10-13,STN,Sul
Serafina Corrêa,RS,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,8000000.0,17944.102259/2022-51,4320404.0,Deferido,2022-06-15,STN,Sul
Sergipe,SE,Estado,Operação Contratual Interna,PAC - Pró-Moradia - 2009,Instituição Financeira Nacional,Caixa Econômica Federal,Real,59508000.0,17944.000047/2010-04,28.0,Deferido,2010-08-17,STN,Nordeste
Sergipe,SE,Estado,Operação Contratual Interna,Multissetorial,Instituição Financeira Nacional,Banco Nacional de Desenvolvimento Econômico e Social,Real,250481900.0,17944.000062/2009-19,28.0,Deferido,2009-02-13,STN,Nordeste
Sergipe,SE,Estado,Operação Contratual Interna,PAC - Saneamento - 2009 A,Instituição Financeira Nacional,Caixa Econômica Federal,Real,33300000.0,17944.000103/2010-01,28.0,Deferido,2010-08-17,STN,Nordeste
Sergipe,SE,Estado,Operação Contratual Interna,PAC - Saneamento - 2008,Instituição Financeira Nacional,Caixa Econômica Federal,Real,100000000.0,17944.000418/2008-25,28.0,Deferido,2008-08-07,STN,Nordeste
Sergipe,SE,Estado,Operação Contratual Interna,BNDES Estados,Instituição Financeira Nacional,Banco Nacional de Desenvolvimento Econômico e Social,Real,383000000.0,17944.000620/2011-52,28.0,Deferido,2011-07-06,STN,Nordeste
Sergipe,SE,Estado,Operação Contratual Interna,PSI - Programa de Sustentação do Investimento,Instituição Financeira Nacional,Banco do Brasil S/A,Real,44343923.92,17944.001604/2009-62,28.0,Deferido,2010-03-03,STN,Nordeste
Sergipe,SE,Estado,Operação Contratual Interna,PSI - Programa de Sustentação do Investimento,Instituição Financeira Nacional,Banco do Brasil S/A,Real,4226400.0,17944.001606/2009-51,28.0,Deferido,2010-03-05,STN,Nordeste
Sergipe,SE,Estado,Operação Contratual Interna,PSI - Programa de Sustentação do Investimento,Instituição Financeira Nacional,Banco do Brasil S/A,Real,9129312.0,17944.001900/2011-88,28.0,Deferido,2013-08-05,STN,Nordeste
Sergipe,SE,Estado,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Banco do Nordeste do Brasil S/A,Dólar dos EUA,695154.19,19407.000061/2003-83,28.0,Deferido,2004-05-12,STN,Nordeste
Sergipe,SE,Estado,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,94000000.0,19407.000062/2003-28,28.0,Deferido,2004-03-08,STN,Nordeste
Sergipe,SE,Estado,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,560036000.0,17944.101664/2017-94,28.0,Deferido,2017-12-04,STN,Nordeste
Sergipe,SE,Estado,Operação Contratual Interna,Renegociação de dívidas,União,União,Real,896246018.67,17944.103570/2017-50,28.0,Deferido,2017-12-21,STN,Nordeste
Sergipe,SE,Estado,Operação Contratual Interna,Aporte de capital,Instituição Financeira Nacional,Banco Daycoval S.A.,Real,80000000.0,17944.102388/2019-43,28.0,Deferido,2019-07-17,STN,Nordeste
Sergipe,SE,Estado,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,200000000.0,17944.101282/2020-66,28.0,Deferido,2020-04-27,STN,Nordeste
Sergipe,SE,Estado,Operação Contratual Interna,Amortização de dívida,Instituição Financeira Nacional,Banco do Brasil S/A,Real,42222222.26,17944.100140/2021-62,28.0,Deferido,2021-05-14,STN,Nordeste
Sergipe,SE,Estado,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Banco do Brasil S/A,Real,18170000.0,17944.100142/2021-51,28.0,Deferido,2021-05-14,STN,Nordeste
Sergipe,SE,Estado,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,100000000.0,17944.104092/2021-81,28.0,Deferido,2021-12-15,STN,Nordeste
Sergipe,SE,Estado,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Banco de Brasília S/A,Real,100000000.0,17944.104382/2021-25,28.0,Deferido,2021-12-15,STN,Nordeste
Sergipe,SE,Estado,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Banco de Brasília S/A,Real,180000000.0,17944.103392/2022-24,28.0,Deferido,2022-08-25,STN,Nordeste
Sericita,MG,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,866834.19,17944.000242/2010-26,3166303.0,Deferido,2010-06-17,STN,Sudeste
Sericita,MG,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,600000.0,17944.001115/2013-97,3166303.0,Deferido,2013-12-24,STN,Sudeste
Sericita,MG,Município,Operação Contratual Interna,Caminho da Escola,Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,660000.0,17944.001116/2013-31,3166303.0,Deferido,2014-09-23,STN,Sudeste
Sericita,MG,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,265000.0,17944.001117/2013-86,3166303.0,Deferido,2013-12-24,STN,Sudeste
Sericita,MG,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,255000.0,19405.000064/2004-18,3166303.0,Deferido,2004-06-21,STN,Sudeste
Sericita,MG,Município,Operação Contratual Interna,Fortalecimento Institucional,Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,45000.0,19405.000065/2004-62,3166303.0,Deferido,2004-06-21,STN,Sudeste
Seritinga,MG,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,1400000.0,17944.000528/2010-10,3166402.0,Deferido,2010-05-28,STN,Sudeste
Seritinga,MG,Município,Operação Contratual Interna,Provias 2009,Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,300000.0,17944.001077/2009-96,3166402.0,Deferido,2009-12-03,STN,Sudeste
Serra,ES,Município,Operação Contratual Interna,PAC - Saneamento - 2008,Instituição Financeira Nacional,Banco Nacional de Desenvolvimento Econômico e Social,Real,20000000.0,17944.000427/2008-16,3205002.0,Deferido,2008-04-18,STN,Sudeste
Serra,ES,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Banco de Desenvolvimento do Espírito Santo S/A,Real,15000000.0,17944.000790/2013-07,3205002.0,Deferido,2013-11-29,STN,Sudeste
Serra,ES,Município,Operação Contratual Interna,RELUZ,Empresa Não Estatal,Espírito Santo Centrais Elétricas S/A,Real,8823298.67,17944.000997/2005-63,3205002.0,Deferido,2007-12-10,STN,Sudeste
Serra,ES,Município,Operação Contratual Interna,PMAT,Instituição Financeira Nacional,Banco Nacional de Desenvolvimento Econômico e Social,Real,10000000.0,17944.001070/2011-99,3205002.0,Deferido,2013-11-29,STN,Sudeste
Serra,ES,Município,Operação Contratual Interna,PROMOB,Instituição Financeira Nacional,Banco de Desenvolvimento do Espírito Santo S/A,Real,1237597.0,17944.001352/2007-18,3205002.0,Deferido,2007-12-10,STN,Sudeste
Serra,ES,Município,Operação Contratual Interna,Regularização de Dívida - Outros,Outras,Pessoa Jurídica,Real,51381468.08,17944.001596/2013-31,3205002.0,Regularizado,2013-11-27,STN,Sudeste
Serra,ES,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Banco de Desenvolvimento do Espírito Santo S/A,Real,5000000.0,17944.001774/2014-12,3205002.0,Deferido,2015-01-05,STN,Sudeste
Serra,ES,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,100000000.0,17944.102410/2017-93,3205002.0,Deferido,2017-12-29,STN,Sudeste
Serra,ES,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,100000000.0,17944.104215/2018-89,3205002.0,Deferido,2018-05-28,STN,Sudeste
Serra,ES,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Banco do Brasil S/A,Real,20000000.0,17944.105925/2018-26,3205002.0,Deferido,2018-09-19,STN,Sudeste
Serra,ES,Município,Operação Contratual Interna,Pró-Transporte,Instituição Financeira Nacional,Caixa Econômica Federal,Real,46459669.95,17944.100434/2020-11,3205002.0,Deferido,2020-03-18,STN,Sudeste
Serra,ES,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,30000000.0,17944.101232/2022-41,3205002.0,Deferido,2022-06-29,STN,Sudeste
Serra,ES,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Banco do Brasil S/A,Real,50000000.0,17944.101767/2023-01,3205002.0,Deferido,2023-05-08,STN,Sudeste
Serra,ES,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,200000000.0,17944.102316/2023-82,3205002.0,Deferido,2023-05-31,STN,Sudeste
Serra Alta,SC,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado de Santa Catarina S/A,Real,410000.0,17944.000484/2012-81,4217550.0,Deferido,2012-05-18,STN,Sul
Serra Alta,SC,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado de Santa Catarina S/A,Real,590000.0,17944.001187/2011-72,4217550.0,Deferido,2011-10-20,STN,Sul
Serra Alta,SC,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado de Santa Catarina S/A,Real,500000.0,17944.001297/2013-04,4217550.0,Deferido,2013-11-12,STN,Sul
Serra Alta,SC,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado de Santa Catarina S/A,Real,380000.0,19406.000139/2004-51,4217550.0,Deferido,2004-05-13,STN,Sul
Serra Alta,SC,Município,Operação Contratual Interna,"Aquisição de terrenos, imóveis e/ou construção de instalações",Instituição Financeira Nacional,Agência de Fomento do Estado de Santa Catarina S/A,Real,60000.0,19406.000265/2002-43,4217550.0,Deferido,2002-10-25,STN,Sul
Serra Alta,SC,Município,Operação Contratual Interna,"Aquisição de terrenos, imóveis e/ou construção de instalações",Instituição Financeira Nacional,Agência de Fomento do Estado de Santa Catarina S/A,Real,555000.0,19406.000496/2007-61,4217550.0,Deferido,2008-01-04,STN,Sul
Serra Alta,SC,Município,Operação Contratual Interna,"Aquisição de terrenos, imóveis e/ou construção de instalações",Instituição Financeira Nacional,Agência de Fomento do Estado de Santa Catarina S/A,Real,245000.0,19406.000497/2007-14,4217550.0,Deferido,2008-01-04,STN,Sul
Serra Azul de Minas,MG,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,600000.0,17944.000454/2010-11,3166501.0,Deferido,2010-05-13,STN,Sudeste
Serra do Mel,RN,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,28000000.0,17944.105491/2023-21,2413359.0,Deferido,2023-12-21,STN,Nordeste
Serra Negra,SP,Município,Operação Contratual Interna,PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias,Instituição Financeira Nacional,Caixa Econômica Federal,Real,3236698.45,17944.000441/2014-68,3551603.0,Deferido,2014-08-27,STN,Sudeste
Serra Negra,SP,Município,Operação Contratual Interna,Regularização de Dívida - Água e Esgoto,Empresa Estatal,Companhia de Saneamento Básico do Estado de São Paulo,Real,967605.43,17944.001262/2014-48,3551603.0,Regularizado,2014-08-27,STN,Sudeste
Serra Negra,SP,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,18000000.0,17944.103519/2021-24,3551603.0,Deferido,2021-11-19,STN,Sudeste
Serra Negra do Norte,RN,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,15000000.0,17944.100878/2023-91,2413409.0,Deferido,2023-03-09,STN,Nordeste
Serra Preta,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,500000.0,17944.001258/2008-31,2930402.0,Deferido,2009-11-26,STN,Nordeste
Serra Preta,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,65000.0,17944.001371/2008-17,2930402.0,Deferido,2009-11-26,STN,Nordeste
Serra Preta,BA,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,600000.0,17944.001790/2010-73,2930402.0,Deferido,2011-05-27,STN,Nordeste
Serrana,SP,Município,Operação Contratual Interna,RELUZ,Empresa Não Estatal,Companhia Paulista de Força e Luz,Real,29134.8,17944.001040/2005-34,3551504.0,Regularizado,2006-01-23,STN,Sudeste
Serrana,SP,Município,Operação Contratual Interna,RELUZ,Empresa Não Estatal,Companhia Paulista de Força e Luz,Real,17514.25,17944.001041/2005-89,3551504.0,Regularizado,2010-03-18,STN,Sudeste
Serrana,SP,Município,Operação Contratual Interna,Caminho da Escola 2009 A,Instituição Financeira Nacional,Banco do Brasil S/A,Real,398000.0,17944.001147/2009-14,3551504.0,Deferido,2012-03-30,STN,Sudeste
Serrana,SP,Município,Operação Contratual Interna,Provias 2009,Instituição Financeira Nacional,Banco do Brasil S/A,Real,1100000.0,17944.001668/2009-63,3551504.0,Deferido,2012-03-30,STN,Sudeste
